"Step","Group: pythia-1b - eval_n@0.05","Group: pythia-1b - eval_n@0.05__MIN","Group: pythia-1b - eval_n@0.05__MAX","Group: pythia-410m - eval_n@0.05","Group: pythia-410m - eval_n@0.05__MIN","Group: pythia-410m - eval_n@0.05__MAX","Group: pythia-160m - eval_n@0.05","Group: pythia-160m - eval_n@0.05__MIN","Group: pythia-160m - eval_n@0.05__MAX","Group: sfirah-d15 - eval_n@0.05","Group: sfirah-d15 - eval_n@0.05__MIN","Group: sfirah-d15 - eval_n@0.05__MAX","Group: pythia-1.4b - eval_n@0.05","Group: pythia-1.4b - eval_n@0.05__MIN","Group: pythia-1.4b - eval_n@0.05__MAX","Group: sfirah-d9 - eval_n@0.05","Group: sfirah-d9 - eval_n@0.05__MIN","Group: sfirah-d9 - eval_n@0.05__MAX","Group: sfirah-d24 - eval_n@0.05","Group: sfirah-d24 - eval_n@0.05__MIN","Group: sfirah-d24 - eval_n@0.05__MAX","Group: sfirah-d21 - eval_n@0.05","Group: sfirah-d21 - eval_n@0.05__MIN","Group: sfirah-d21 - eval_n@0.05__MAX","Group: pythia-70m - eval_n@0.05","Group: pythia-70m - eval_n@0.05__MIN","Group: pythia-70m - eval_n@0.05__MAX","Group: sfirah-w1024 - eval_n@0.05","Group: sfirah-w1024 - eval_n@0.05__MIN","Group: sfirah-w1024 - eval_n@0.05__MAX","Group: sfirah-w512 - eval_n@0.05","Group: sfirah-w512 - eval_n@0.05__MIN","Group: sfirah-w512 - eval_n@0.05__MAX","Group: sfirah-w256 - eval_n@0.05","Group: sfirah-w256 - eval_n@0.05__MIN","Group: sfirah-w256 - eval_n@0.05__MAX","Group: sfirah-w128 - eval_n@0.05","Group: sfirah-w128 - eval_n@0.05__MIN","Group: sfirah-w128 - eval_n@0.05__MAX","Group: sfirah-d18 - eval_n@0.05","Group: sfirah-d18 - eval_n@0.05__MIN","Group: sfirah-d18 - eval_n@0.05__MAX","Group: sfirah-d12 - eval_n@0.05","Group: sfirah-d12 - eval_n@0.05__MIN","Group: sfirah-d12 - eval_n@0.05__MAX","Group: sfirah-d6 - eval_n@0.05","Group: sfirah-d6 - eval_n@0.05__MIN","Group: sfirah-d6 - eval_n@0.05__MAX","Group: pythia-31m - eval_n@0.05","Group: pythia-31m - eval_n@0.05__MIN","Group: pythia-31m - eval_n@0.05__MAX","Group: pythia-14m - eval_n@0.05","Group: pythia-14m - eval_n@0.05__MIN","Group: pythia-14m - eval_n@0.05__MAX"
"643057","","","","","","","39.4","21","54","","","","","","","","","","47","37","67","","","","14.4","11","17","18.2","13","25","13.6","10","17","10.2","8","12","8.6","8","9","29.4","9","43","29.2","25","34","14.6","8","17","11.8","10","15","9.8","8","12"
"644057","","","","","","","39.4","21","54","","","","","","","","","","44.8","35","65","","","","14.4","11","17","18.6","13","26","13.4","9","17","10","8","11","8.6","8","9","33.4","27","43","29.8","26","33","14","9","16","11.8","10","15","10","8","12"
"645057","","","","","","","40","21","55","","","","","","","","","","43.6","33","66","","","","14.4","11","17","18.8","13","26","14.2","10","18","10.4","8","11","8.6","8","9","32.2","26","44","29","20","34","14.4","8","17","11.8","10","15","10","8","12"
"646057","","","","","","","40.2","21","55","","","","","","","","","","46.8","36","65","","","","14.4","11","17","19.2","13","26","13.6","10","16","10.2","8","11","8.6","8","9","28.6","5","43","30.6","26","34","14.2","9","17","11.8","10","15","9.8","8","12"
"647057","","","","","","","40.4","21","56","","","","","","","","","","39.4","7","66","","","","14.4","11","17","18.2","13","26","13.6","11","17","10.8","8","13","8.6","8","9","36.6","27","45","29.6","24","34","14.2","9","17","11.8","10","15","10","8","12"
"648057","","","","","","","40.8","21","56","","","","","","","","","","44.8","37","64","","","","14.4","11","17","19.2","13","27","12.8","8","17","10.4","8","12","8.6","8","9","32.4","27","44","30.8","26","35","14.8","10","17","11.8","10","15","10","8","12"
"649057","","","","","","","40.6","21","56","","","","","","","","","","45.8","36","67","","","","14.4","11","17","19","13","27","14","11","17","10.6","8","12","8.6","8","9","36.2","30","44","29.8","25","33","14.6","10","16","11.8","10","15","9.8","8","12"
"650057","","","","","","","40.8","21","56","","","","","","","","","","37.4","1","64","","","","14.4","11","17","19","13","27","12","5","17","10.2","8","12","8.8","8","9","36.4","32","44","30.8","27","34","14.2","9","17","11.8","10","15","10","8","12"
"651057","","","","","","","41.2","22","56","","","","","","","","","","43.8","35","67","","","","14.4","11","17","18.6","13","26","11.6","5","18","10.2","8","11","8.6","8","9","32.6","14","48","29.6","24","34","15.2","9","18","12","10","16","10","8","12"
"652057","","","","","","","41.4","21","57","","","","","","","","","","43.8","33","67","","","","14.4","11","17","18","13","26","12","5","17","10.4","8","12","8.6","8","9","35.6","29","46","28.8","21","35","15.2","10","18","11.8","10","15","10","8","12"
"653057","","","","","","","41.8","21","58","","","","","","","","","","43.2","33","65","","","","14.4","11","17","18","13","26","12.4","5","17","10.4","8","12","8.8","8","9","32.4","24","46","29","24","35","14.8","9","17","11.8","10","15","10","8","12"
"654057","","","","","","","41.6","21","57","","","","","","","","","","44.2","31","66","","","","14.4","11","17","17.6","11","27","13","6","17","10.4","8","11","8.6","8","9","35.4","31","46","30.8","26","35","15","10","17","11.8","10","15","10","8","12"
"655057","","","","","","","42.2","22","58","","","","","","","","","","41.2","24","65","","","","14.4","11","17","18","12","26","13.2","6","17","10.8","8","12","8.6","8","9","34.8","17","49","30.2","25","36","15.6","10","18","12","10","16","10","8","12"
"656057","","","","","","","42.2","22","58","","","","","","","","","","40.8","27","66","","","","14.4","11","17","18.2","13","27","13","6","17","10.2","8","12","8.6","8","9","35.8","27","49","29.6","25","35","15","10","17","11.8","10","15","10","8","12"
"657057","","","","","","","42.2","22","58","","","","","","","","","","43.2","25","65","","","","14.4","11","17","18.2","13","26","12.4","6","17","10.4","8","12","8.6","8","9","35.8","23","48","30.6","24","36","15.4","9","18","11.8","10","15","10","8","12"
"658057","","","","","","","42.8","22","59","","","","","","","","","","46.4","30","65","","","","14.4","11","17","18.4","13","26","12.4","6","17","10.6","8","12","8.6","8","9","33.6","27","49","29.8","25","36","14.6","9","17","11.8","10","15","10","8","12"
"659057","","","","","","","43.4","22","59","","","","","","","","","","46.2","35","68","","","","14.4","11","17","17","11","26","11.6","6","17","10.2","7","12","8.6","8","9","33.4","23","49","32.2","27","35","14.8","11","17","12","10","16","10","8","12"
"660057","","","","","","","43.4","22","59","","","","","","","","","","44.2","30","66","","","","14.4","11","17","18","12","26","11.4","7","16","10.4","7","12","8.6","8","9","37.4","31","47","30.6","22","36","15.2","10","18","11.8","10","15","10","8","12"
"661057","","","","","","","43.2","22","59","","","","","","","","","","46.2","37","67","","","","14.4","11","17","18.8","13","26","12.2","7","16","10.6","7","12","8.6","8","9","36.8","30","49","30.2","25","37","15.2","10","18","12","10","16","10","8","12"
"662057","","","","","","","43.8","22","59","","","","","","","","","","43.6","23","64","","","","14.4","11","17","19.2","13","27","12.2","7","15","10.4","7","12","8.6","8","9","35.2","23","51","29.2","18","37","16.2","11","18","11.8","10","15","10","8","12"
"663057","","","","","","","44","22","60","","","","","","","","","","44","22","66","","","","14.4","11","17","18.8","13","27","12.6","7","17","10.8","6","13","8.6","8","9","36.6","25","49","32","25","37","15.2","11","18","11.8","10","15","10","8","12"
"664057","","","","","","","44","22","60","","","","","","","","","","46.2","34","67","","","","14.4","11","17","18.6","13","27","13.2","7","17","10","7","11","8.6","8","9","38.4","30","48","31.8","27","36","14.6","10","17","11.8","10","15","10","8","12"
"665057","","","","","","","44","22","59","","","","","","","","","","43.6","24","67","","","","14.4","11","17","19.4","13","27","11.6","7","16","10","6","11","8.6","8","9","36.2","30","48","31.6","25","37","15.2","11","17","11.8","10","15","10","8","12"
"666057","","","","","","","44.2","22","60","","","","","","","","","","46.6","29","63","","","","14.4","11","17","19","13","27","13.2","7","17","10.2","7","12","8.8","8","9","34.4","24","50","32","27","39","14.8","9","17","12.2","10","16","10","8","12"
"667057","","","","","","","44.6","22","60","","","","","","","","","","41.6","36","45","","","","14.4","11","17","19.2","13","27","13","7","18","10.4","7","12","8.4","8","9","35.4","26","48","31.2","28","38","14.8","10","17","11.8","10","15","10","8","12"
"668057","","","","","","","45","22","61","","","","","","","","","","46.2","33","67","","","","14.4","11","17","19","13","27","13","7","17","10.2","7","12","8.6","8","9","37.4","31","52","30.6","18","37","15.4","11","17","11.8","10","15","10","8","12"
"669057","","","","","","","45","22","61","","","","","","","","","","47","41","65","","","","14.4","11","17","19.6","13","27","13.2","7","17","10.2","7","11","8.6","8","9","37","27","48","33","28","39","15.6","9","18","11.8","10","15","10","8","12"
"670057","","","","","","","45.4","23","60","","","","","","","","","","47","32","65","","","","14.4","11","17","18.6","13","27","12.4","7","16","10.6","7","12","8.6","8","9","31","16","40","31.2","23","39","15.8","10","18","12","10","16","10","8","12"
"671057","","","","","","","45.2","22","60","","","","","","","","","","40","7","65","","","","14.4","11","17","19.2","13","27","13.2","7","17","10.4","4","13","8.6","8","9","34","18","51","33.4","24","39","15.2","10","17","12","10","16","10","8","12"
"672057","","","","","","","45.4","23","60","","","","","","","","","","38","11","66","","","","14.4","11","17","19.4","13","28","12.8","7","17","10","4","13","8.6","8","9","38.4","29","52","31.6","26","39","15.4","11","17","12","10","16","10","8","12"
"673057","","","","","","","45.6","22","61","","","","","","","","","","28.8","5","49","","","","14.4","11","17","18.2","12","28","12.8","8","17","9.8","4","13","8.6","8","9","37","30","48","31.8","26","39","15.8","11","17","11.8","10","15","10","8","12"
"674057","","","","","","","45.6","22","61","","","","","","","","","","30.6","9","50","","","","14.4","11","17","18.6","13","28","12.4","7","15","10","4","12","8.6","8","9","37.4","17","51","34.6","28","39","15.6","11","17","12","10","16","10","8","12"
"675057","","","","","","","46","23","61","","","","","","","","","","31.8","9","49","","","","14.4","11","17","18.4","13","26","12.8","8","17","9.8","4","12","8.6","8","9","37","18","54","33","28","39","16","12","18","11.8","10","15","10","8","12"
"676057","","","","","","","46","23","61","","","","","","","","","","34.4","13","51","","","","14.4","11","17","19","11","29","13.8","8","18","10.2","4","13","8.6","8","9","29.8","1","52","30.2","19","38","15.6","11","17","11.6","10","14","10","8","12"
"677057","","","","","","","46.2","23","61","","","","","","","","","","32.6","8","49","","","","14.4","11","17","19.2","12","27","13.2","8","18","10.4","4","12","8.6","8","9","36.8","26","50","31.4","25","35","15","11","18","12.2","10","16","10","8","12"
"678057","","","","","","","46.4","23","62","","","","","","","","","","34.2","11","53","","","","14.4","11","17","18.6","12","26","13.6","8","18","10","4","12","8.6","8","9","33","14","54","30.4","22","40","15.4","10","18","11.8","10","15","10","8","12"
"679057","","","","","","","46.2","23","61","","","","","","","","","","33.4","6","48","","","","14.4","11","17","19","12","27","13.2","8","17","9.8","4","12","8.6","8","9","36.2","26","54","33","25","39","16","11","18","12","10","16","10","8","12"
"680057","","","","","","","46.8","23","62","","","","","","","","","","34.2","9","49","","","","14.4","11","17","19.8","12","29","13.4","8","18","10","4","12","8.6","8","9","36.8","25","51","32.8","21","40","15.8","11","17","12","10","16","10","8","12"
"681057","","","","","","","46.6","23","62","","","","","","","","","","30.6","8","42","","","","14.4","11","17","19.4","12","27","13.6","9","18","10.4","4","13","8.6","8","9","38.2","31","53","32.4","20","41","15","11","18","11.8","10","15","10","8","12"
"682057","","","","","","","46.4","23","61","","","","","","","","","","37.8","22","53","","","","14.4","11","17","19.2","12","27","12.8","8","16","10","4","13","8.6","8","9","33.6","17","52","34.8","27","40","15.8","12","18","12.2","10","16","10","8","12"
"683057","","","","","","","46.6","23","62","","","","","","","","","","36.4","18","51","","","","14.4","11","17","19.4","12","28","13.2","8","16","10","4","12","8.6","8","9","38.6","24","54","32.8","25","40","15.4","11","18","12","10","16","10","8","12"
"684057","","","","","","","47","23","62","","","","","","","","","","36","9","48","","","","14.4","11","17","19.6","12","27","12.6","8","17","9.8","4","12","8.6","8","9","32.6","17","53","33","21","40","16.2","12","18","11.8","10","15","10","8","12"
"685057","","","","","","","46.8","23","62","","","","","","","","","","34.6","15","48","","","","14.4","11","17","18.8","12","28","13","8","18","10","4","12","8.8","8","9","30.4","1","52","31","13","42","15.8","11","17","12","10","16","10","8","12"
"686057","","","","","","","46.8","23","62","","","","","","","","","","33.2","14","48","","","","14.4","11","17","19.2","12","26","14","9","18","10","4","13","8.6","8","9","37.8","24","56","34","26","41","15.4","11","17","12","10","16","10","8","12"
"687057","","","","","","","46.8","24","62","","","","","","","","","","33.2","12","53","","","","14.4","11","17","17.8","11","27","13.4","8","17","10","4","13","8.6","8","9","36.4","25","54","35.4","26","42","15.4","11","18","11.8","10","15","10","8","12"
"688057","","","","","","","47","23","62","","","","","","","","","","36.2","16","52","","","","14.4","11","17","19.8","12","29","14","8","18","10","4","13","8.6","8","9","39","28","56","33.6","25","41","16.2","11","18","12","10","16","10","8","12"
"689057","","","","","","","46.8","23","62","","","","","","","","","","36.4","11","52","","","","14.4","11","17","19","12","27","13.6","9","17","10","4","12","8.4","7","9","36.6","23","50","34.4","28","41","15.4","12","17","12","10","15","10","8","12"
"690057","","","","","","","47.2","24","62","","","","","","","","","","30.8","7","51","","","","14.4","11","17","19.8","12","28","13.8","9","17","10.2","4","12","8.8","8","9","37.6","23","52","34.8","28","41","15.8","11","18","12","10","15","10","8","12"
"691057","","","","","","","47.6","24","63","","","","","","","","","","28.2","6","49","","","","14.6","11","18","19.8","12","27","12.8","9","17","9.8","4","12","8.6","8","9","41.2","32","55","33.4","23","43","16.2","13","18","12","10","16","10","8","12"
"692057","","","","","","","47.4","24","63","","","","","","","","","","34.2","14","49","","","","14.4","11","17","20.2","13","26","14","9","18","10","5","12","8.6","8","9","38.6","30","56","34.2","21","41","16","11","18","12","10","16","10","8","12"
"693057","","","","","","","47.2","24","62","","","","","","","","","","36.4","12","52","","","","14.6","11","18","19.8","13","29","14.2","9","18","10.4","5","13","8.6","8","9","35.2","22","52","34.4","24","43","16","11","18","12.2","10","16","10","8","12"
"694057","","","","","","","47.2","24","62","","","","","","","","","","31.8","7","52","","","","14.6","11","18","19.4","13","28","13.4","9","17","10","5","12","8.6","8","9","36.2","22","56","35.2","29","42","16","11","18","12","10","16","10","8","12"
"695057","","","","","","","47.4","24","63","","","","","","","","","","36.6","10","52","","","","14.6","11","18","20.4","13","28","13.6","9","17","9.6","5","12","8.8","8","9","37.8","22","55","34","28","42","15.6","11","18","12.4","10","16","10","8","12"
"696057","","","","","","","47.2","24","62","","","","","","","","","","33","6","53","","","","14.6","11","18","20.8","13","29","14","9","18","10","5","13","8.6","7","9","33.6","13","52","34.6","26","40","16.8","13","18","12.2","10","15","10","8","12"
"697057","","","","","","","47.2","24","62","","","","","","","","","","32.4","6","52","","","","14.6","11","18","19.6","10","27","14.4","9","19","10.4","5","13","8.6","8","9","35","15","55","33.8","18","43","16.6","12","19","12.2","10","15","10","8","12"
"698057","","","","","","","47.6","24","63","","","","","","","","","","41","21","49","","","","14.8","11","18","19.8","13","27","14.2","9","18","10.2","5","13","8.6","7","9","37.2","25","58","35.6","23","44","16","11","18","12.4","10","16","10","8","12"
"699057","","","","","","","48","24","63","","","","","","","","","","35.4","4","51","","","","14.6","11","18","20.4","13","27","13.6","10","18","10.6","5","13","8.6","8","9","36.4","13","56","35.4","28","43","16.2","11","19","12.2","10","16","10","8","12"
